/* DATA DESCRIPTION:
Citation:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2009): (Supplement 2) EDC gas chronologies for the different scenarios 1 to 4 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.711012
Related to:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2007): New constraints on the gas age-ice age difference along the EPICA ice cores, 0-50 kyr. Climate of the Past, 3, 527-540, https://doi.org/10.5194/cp-3-527-2007
	Parrenin, Frédéric; Barnola, Jean-Marc; Beer, Jürg; Blunier, Thomas; Castellano, Emiliano; Chappellaz, Jérôme A; Dreyfus, Gabrielle; Fischer, Hubertus; Fujita, Shuji; Jouzel, Jean; Kawamura, Kenji; Lemieux-Dudon, Bénédicte; Loulergue, Laetitia; Masson-Delmotte, Valerie; Narcisi, Biancamaria; Petit, Jean Robert; Raisbeck, Grant M; Raynaud, Dominique; Ruth, Urs; Schwander, Jakob; Severi, Mirko; Spahni, Renato; Steffensen, Jørgen Peder; Svensson, Anders M; Udisti, Roberto; Waelbroeck, Claire; Wolff, Eric William (2007): The EDC3 chronology for the EPICA Dome C ice core. Climate of the Past, 3, 485-497, https://doi.org/10.5194/cp-3-485-2007
Other version:	Zip archive of supplements [dataset]. https://cp.copernicus.org/articles/3/527/2007/cp-3-527-2007-supplement.zip
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 96.25 m * MAXIMUM DEPTH, ice/snow: 3256.55 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Scenario 4 is defined as the EDC3_gas_a age scale, official gas chronology for EDC that can be used for the moment, waiting on a better one. Ice chronology is EDC3 (Parrenin et al., Climate of the Past, 3, 485-497, 2007).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: based on EDC3 time scale
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 1
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 2
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 3
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 4, EDC3_gas_a age scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	28722 data points
*/
Depth ice/snow [m]	Age model [ka] (based on EDC3 time scale)	Gas age [ka BP] (Scenario 1)	Gas age [ka BP] (Scenario 2)	Gas age [ka BP] (Scenario 3)	Gas age [ka BP] (Scenario 4, EDC3_gas_a age scale)
322.30	10.350	8.092	8.119	8.230	7.877
322.85	10.369	8.113	8.140	8.251	7.895
323.40	10.388	8.135	8.162	8.271	7.917
323.95	10.407	8.157	8.183	8.290	7.938
324.50	10.426	8.184	8.209	8.317	7.965
325.05	10.445	8.212	8.235	8.345	7.992
325.60	10.462	8.238	8.261	8.370	8.018
326.15	10.479	8.261	8.284	8.392	8.040
326.70	10.495	8.279	8.302	8.409	8.054
327.25	10.511	8.299	8.322	8.427	8.073
327.80	10.527	8.322	8.344	8.446	8.096
328.35	10.543	8.339	8.361	8.463	8.113
328.90	10.562	8.355	8.377	8.480	8.128
329.45	10.580	8.371	8.394	8.497	8.145
330.00	10.599	8.388	8.411	8.513	8.161
330.55	10.618	8.411	8.434	8.536	8.184
331.10	10.637	8.434	8.457	8.559	8.206
331.65	10.655	8.458	8.480	8.581	8.232
332.20	10.673	8.479	8.501	8.600	8.253
332.75	10.691	8.493	8.516	8.618	8.266
333.30	10.708	8.509	8.532	8.634	8.282
333.85	10.727	8.527	8.549	8.650	8.300
334.40	10.746	8.548	8.570	8.668	8.320
334.95	10.766	8.570	8.592	8.687	8.341
335.50	10.784	8.593	8.615	8.711	8.365
336.05	10.803	8.617	8.639	8.736	8.388
336.60	10.821	8.637	8.659	8.756	8.407
337.15	10.838	8.656	8.677	8.775	8.424
337.70	10.856	8.671	8.693	8.792	8.439
338.25	10.875	8.692	8.714	8.813	8.459
338.80	10.895	8.718	8.739	8.836	8.485
339.35	10.913	8.737	8.757	8.854	8.502
339.90	10.931	8.752	8.773	8.870	8.515
340.45	10.949	8.771	8.791	8.888	8.536
341.00	10.969	8.793	8.812	8.909	8.558
341.55	10.989	8.816	8.836	8.933	8.582
342.10	11.006	8.837	8.857	8.955	8.603
342.65	11.024	8.857	8.877	8.975	8.624
343.20	11.042	8.875	8.894	8.992	8.642
343.75	11.060	8.888	8.908	9.006	8.654
344.30	11.079	8.905	8.926	9.023	8.671
344.85	11.098	8.927	8.947	9.042	8.695
345.40	11.117	8.943	8.964	9.059	8.712
345.95	11.136	8.959	8.980	9.077	8.728
346.50	11.157	8.988	9.008	9.106	8.757
347.05	11.175	9.017	9.035	9.133	8.786
347.60	11.192	9.035	9.053	9.152	8.805
348.15	11.209	9.052	9.070	9.168	8.821
348.70	11.228	9.064	9.084	9.181	8.832
349.25	11.246	9.081	9.101	9.198	8.848
349.80	11.265	9.104	9.123	9.220	8.872
350.35	11.283	9.126	9.144	9.240	8.893
350.90	11.302	9.146	9.164	9.260	8.912
351.45	11.319	9.170	9.186	9.282	8.937
352.00	11.336	9.194	9.209	9.305	8.964
352.55	11.354	9.203	9.220	9.316	8.972
353.10	11.373	9.214	9.232	9.329	8.984
353.65	11.392	9.232	9.250	9.344	9.002
354.20	11.411	9.252	9.270	9.362	9.023
354.75	11.430	9.277	9.294	9.385	9.050
355.30	11.448	9.299	9.315	9.408	9.073
355.85	11.465	9.319	9.335	9.431	9.093
356.40	11.482	9.337	9.353	9.449	9.112
356.95	11.499	9.355	9.371	9.464	9.130
357.50	11.516	9.365	9.382	9.473	9.140
358.05	11.535	9.377	9.395	9.484	9.151
358.60	11.554	9.396	9.414	9.503	9.171
359.15	11.573	9.415	9.433	9.523	9.192
359.70	11.593	9.437	9.454	9.543	9.213
360.25	11.612	9.458	9.475	9.562	9.234
360.80	11.631	9.476	9.493	9.580	9.252
361.35	11.649	9.494	9.511	9.598	9.270
361.90	11.667	9.512	9.529	9.616	9.288
362.45	11.686	9.527	9.544	9.631	9.303
363.00	11.704	9.542	9.559	9.647	9.317
363.55	11.723	9.562	9.579	9.667	9.339
364.10	11.742	9.582	9.599	9.685	9.360
364.65	11.760	9.598	9.615	9.701	9.378
365.20	11.779	9.612	9.630	9.714	9.393
365.75	11.798	9.623	9.641	9.726	9.404
366.30	11.820	9.638	9.657	9.742	9.422
366.85	11.841	9.656	9.675	9.760	9.443
367.40	11.863	9.674	9.693	9.777	9.463
367.95	11.884	9.691	9.710	9.794	9.482
368.50	11.905	9.706	9.726	9.809	9.498
369.05	11.927	9.721	9.741	9.824	9.514
369.60	11.949	9.743	9.763	9.846	9.538
370.15	11.972	9.765	9.785	9.866	9.561
370.70	11.993	9.783	9.803	9.881	9.580
371.25	12.014	9.798	9.819	9.895	9.597
371.80	12.037	9.812	9.833	9.911	9.612
372.35	12.059	9.827	9.848	9.926	9.628
372.90	12.082	9.844	9.864	9.942	9.646
373.45	12.106	9.860	9.880	9.959	9.665
374.00	12.131	9.877	9.898	9.978	9.687
374.55	12.156	9.894	9.915	9.994	9.705
375.10	12.181	9.912	9.933	10.011	9.724
375.65	12.205	9.937	9.957	10.034	9.753
376.20	12.227	9.956	9.977	10.052	9.776
376.75	12.250	9.970	9.991	10.063	9.792
377.30	12.273	9.982	10.003	10.075	9.807
377.85	12.297	9.992	10.014	10.087	9.820
378.40	12.324	10.010	10.032	10.106	9.842
378.95	12.350	10.031	10.053	10.127	9.867
379.50	12.376	10.049	10.071	10.145	9.890
380.05	12.402	10.068	10.090	10.162	9.911
380.60	12.427	10.085	10.108	10.178	9.930
381.15	12.452	10.101	10.124	10.192	9.948
381.70	12.477	10.116	10.139	10.208	9.967
382.25	12.503	10.129	10.153	10.221	9.983
382.80	12.530	10.140	10.164	10.233	9.997
383.35	12.559	10.156	10.181	10.249	10.017
383.90	12.588	10.175	10.200	10.266	10.040
384.45	12.617	10.194	10.219	10.286	10.061
385.00	12.646	10.213	10.238	10.305	10.082
385.55	12.673	10.235	10.260	10.325	10.107
386.10	12.700	10.254	10.279	10.344	10.131
386.65	12.727	10.268	10.293	10.356	10.148
387.20	12.754	10.283	10.309	10.371	10.167
387.75	12.784	10.302	10.328	10.391	10.190
388.30	12.813	10.322	10.347	10.410	10.213
388.85	12.841	10.343	10.367	10.429	10.236
389.40	12.867	10.360	10.384	10.444	10.257
389.95	12.894	10.376	10.401	10.459	10.277
390.50	12.922	10.390	10.415	10.473	10.296
391.05	12.950	10.405	10.430	10.488	10.315
391.60	12.978	10.427	10.453	10.512	10.342
392.15	13.005	10.447	10.473	10.533	10.365
392.70	13.032	10.462	10.489	10.550	10.383
393.25	13.059	10.477	10.504	10.565	10.401
393.80	13.087	10.491	10.520	10.579	10.417
394.35	13.115	10.512	10.540	10.600	10.440
394.90	13.143	10.534	10.562	10.622	10.465
395.45	13.170	10.555	10.582	10.643	10.487
396.00	13.196	10.572	10.600	10.662	10.507
396.55	13.222	10.591	10.619	10.682	10.529
397.10	13.249	10.610	10.638	10.702	10.550
397.65	13.275	10.627	10.655	10.718	10.570
398.20	13.300	10.642	10.671	10.733	10.588
398.75	13.327	10.655	10.684	10.749	10.603
399.30	13.354	10.669	10.699	10.764	10.621
399.85	13.383	10.687	10.717	10.781	10.642
400.40	13.412	10.706	10.737	10.800	10.664
400.95	13.440	10.725	10.756	10.821	10.685
401.50	13.468	10.752	10.782	10.846	10.716
402.05	13.495	10.778	10.807	10.870	10.746
402.60	13.520	10.790	10.820	10.882	10.760
403.15	13.546	10.801	10.833	10.895	10.774
403.70	13.572	10.814	10.846	10.908	10.789
404.25	13.600	10.829	10.862	10.923	10.807
404.80	13.629	10.845	10.878	10.941	10.828
405.35	13.658	10.866	10.899	10.959	10.851
405.90	13.687	10.888	10.921	10.977	10.876
406.45	13.715	10.905	10.938	10.995	10.897
407.00	13.742	10.923	10.956	11.014	10.917
407.55	13.770	10.941	10.975	11.033	10.936
408.10	13.796	10.958	10.993	11.051	10.954
408.65	13.822	10.977	11.012	11.070	10.977
409.20	13.848	10.995	11.031	11.089	10.997
409.75	13.875	11.011	11.047	11.105	11.015
410.30	13.903	11.033	11.069	11.126	11.039
410.85	13.930	11.057	11.091	11.147	11.064
411.40	13.956	11.080	11.114	11.168	11.089
411.95	13.979	11.100	11.134	11.186	11.111
412.50	14.002	11.111	11.146	11.201	11.123
413.05	14.028	11.123	11.159	11.217	11.136
413.60	14.053	11.137	11.175	11.229	11.152
414.15	14.080	11.155	11.194	11.246	11.172
414.70	14.106	11.179	11.218	11.270	11.199
415.25	14.131	11.200	11.238	11.292	11.221
415.80	14.156	11.217	11.256	11.310	11.239
416.35	14.180	11.233	11.272	11.327	11.255
416.90	14.205	11.248	11.289	11.344	11.272
417.45	14.230	11.275	11.316	11.369	11.299
418.00	14.252	11.301	11.341	11.393	11.324
418.55	14.273	11.314	11.355	11.407	11.337
419.10	14.295	11.328	11.370	11.422	11.353
419.65	14.318	11.345	11.387	11.439	11.370
420.20	14.341	11.359	11.403	11.455	11.385
420.75	14.364	11.369	11.415	11.467	11.398
421.30	14.390	11.386	11.433	11.486	11.416
421.85	14.417	11.408	11.456	11.508	11.439
422.40	14.442	11.423	11.472	11.524	11.455
422.95	14.467	11.436	11.486	11.538	11.471
423.50	14.493	11.457	11.508	11.561	11.494
424.05	14.520	11.477	11.529	11.583	11.517
424.60	14.547	11.492	11.545	11.597	11.533
425.15	14.574	11.507	11.561	11.611	11.550
425.70	14.601	11.521	11.576	11.628	11.566
426.25	14.631	11.540	11.596	11.650	11.587
426.80	14.660	11.563	11.620	11.674	11.613
427.35	14.688	11.584	11.642	11.698	11.636
427.90	14.716	11.605	11.664	11.723	11.659
428.45	14.744	11.628	11.688	11.746	11.683
429.00	14.770	11.650	11.711	11.768	11.706
429.55	14.796	11.671	11.734	11.793	11.729
430.10	14.823	11.692	11.757	11.818	11.753
430.65	14.850	11.710	11.776	11.837	11.774
431.20	14.876	11.729	11.797	11.859	11.795
431.75	14.904	11.753	11.821	11.885	11.820
432.30	14.933	11.776	11.845	11.909	11.844
432.85	14.959	11.794	11.865	11.927	11.861
433.40	14.984	11.812	11.883	11.946	11.880
433.95	15.014	11.833	11.906	11.969	11.903
434.50	15.042	11.861	11.934	11.998	11.932
435.05	15.070	11.887	11.960	12.026	11.961
435.60	15.097	11.908	11.984	12.047	11.984
436.15	15.125	11.929	12.006	12.069	12.007
436.70	15.153	11.948	12.027	12.091	12.028
437.25	15.182	11.968	12.048	12.112	12.050
437.80	15.211	11.988	12.069	12.133	12.072
438.35	15.242	12.011	12.093	12.156	12.098
438.90	15.273	12.035	12.118	12.179	12.124
439.45	15.304	12.059	12.143	12.206	12.151
440.00	15.335	12.084	12.168	12.234	12.178
440.55	15.366	12.115	12.199	12.267	12.211
441.10	15.397	12.144	12.228	12.299	12.244
441.65	15.427	12.167	12.253	12.323	12.269
442.20	15.457	12.189	12.277	12.346	12.294
442.75	15.487	12.213	12.302	12.371	12.320
443.30	15.518	12.236	12.326	12.396	12.347
443.85	15.549	12.261	12.351	12.421	12.373
444.40	15.581	12.291	12.382	12.452	12.406
444.95	15.612	12.322	12.414	12.482	12.439
445.50	15.642	12.347	12.441	12.511	12.468
446.05	15.672	12.373	12.468	12.541	12.497
446.60	15.703	12.401	12.496	12.569	12.528
447.15	15.734	12.427	12.523	12.595	12.557
447.70	15.765	12.453	12.549	12.621	12.584
448.25	15.797	12.480	12.576	12.647	12.614
448.80	15.830	12.510	12.605	12.676	12.645
449.35	15.862	12.538	12.633	12.703	12.676
449.90	15.894	12.565	12.660	12.730	12.706
450.45	15.927	12.591	12.685	12.755	12.734
451.00	15.960	12.615	12.709	12.779	12.761
451.55	15.994	12.640	12.734	12.803	12.789
452.10	16.029	12.668	12.762	12.829	12.819
452.65	16.063	12.702	12.795	12.862	12.856
453.20	16.096	12.733	12.825	12.891	12.889
453.75	16.129	12.759	12.851	12.916	12.918
454.30	16.162	12.782	12.875	12.939	12.943
454.85	16.196	12.803	12.896	12.961	12.966
455.40	16.231	12.834	12.927	12.990	13.000
455.95	16.266	12.869	12.960	13.022	13.037
456.50	16.299	12.892	12.983	13.045	13.064
457.05	16.334	12.916	13.008	13.069	13.091
457.60	16.369	12.942	13.034	13.096	13.120
458.15	16.404	12.966	13.058	13.121	13.147
458.70	16.440	12.988	13.080	13.141	13.173
459.25	16.478	13.014	13.106	13.166	13.203
459.80	16.516	13.043	13.134	13.193	13.236
460.35	16.553	13.070	13.161	13.218	13.268
460.90	16.589	13.096	13.187	13.242	13.300
461.45	16.626	13.120	13.211	13.267	13.330
462.00	16.665	13.145	13.237	13.295	13.362
462.55	16.705	13.167	13.260	13.317	13.389
463.10	16.744	13.189	13.283	13.338	13.415
463.65	16.784	13.211	13.306	13.359	13.441
464.20	16.825	13.238	13.333	13.383	13.473
464.75	16.867	13.273	13.367	13.415	13.513
465.30	16.907	13.302	13.394	13.442	13.546
465.85	16.947	13.327	13.419	13.466	13.575
466.40	16.986	13.350	13.443	13.488	13.603
466.95	17.025	13.372	13.464	13.507	13.629
467.50	17.066	13.394	13.488	13.532	13.656
468.05	17.105	13.415	13.510	13.556	13.682
468.60	17.148	13.446	13.541	13.585	13.718
469.15	17.190	13.475	13.570	13.612	13.751
469.70	17.233	13.500	13.595	13.638	13.779
470.25	17.275	13.524	13.619	13.661	13.807
470.80	17.318	13.545	13.640	13.681	13.833
471.35	17.361	13.568	13.663	13.703	13.859
471.90	17.407	13.593	13.687	13.728	13.888
472.45	17.453	13.617	13.711	13.751	13.916
473.00	17.499	13.641	13.736	13.773	13.944
473.55	17.545	13.675	13.769	13.803	13.982
474.10	17.586	13.703	13.795	13.827	14.012
474.65	17.630	13.725	13.817	13.849	14.038
475.20	17.676	13.750	13.842	13.872	14.067
475.75	17.720	13.774	13.865	13.895	14.095
476.30	17.764	13.795	13.886	13.917	14.121
476.85	17.810	13.815	13.907	13.941	14.145
477.40	17.857	13.841	13.934	13.965	14.176
477.95	17.903	13.870	13.962	13.989	14.209
478.50	17.949	13.895	13.989	14.016	14.240
479.05	17.993	13.920	14.014	14.042	14.270
479.60	18.037	13.942	14.036	14.063	14.297
480.15	18.082	13.964	14.058	14.085	14.326
480.70	18.128	13.987	14.082	14.108	14.357
481.25	18.174	14.011	14.106	14.132	14.387
481.80	18.219	14.034	14.129	14.156	14.417
482.35	18.266	14.054	14.150	14.176	14.446
482.90	18.312	14.072	14.169	14.194	14.472
483.45	18.361	14.103	14.200	14.224	14.511
484.00	18.405	14.130	14.228	14.250	14.545
484.55	18.449	14.150	14.250	14.272	14.572
485.10	18.493	14.170	14.272	14.294	14.600
485.65	18.540	14.195	14.300	14.320	14.633
486.20	18.586	14.220	14.327	14.349	14.665
486.75	18.632	14.247	14.355	14.381	14.697
487.30	18.678	14.271	14.381	14.409	14.728
487.85	18.723	14.295	14.406	14.433	14.756
488.40	18.769	14.317	14.430	14.457	14.784
488.95	18.815	14.338	14.453	14.482	14.811
489.50	18.862	14.373	14.489	14.516	14.851
490.05	18.908	14.406	14.523	14.549	14.890
490.60	18.953	14.420	14.540	14.565	14.912
491.15	19.001	14.443	14.564	14.589	14.941
491.70	19.049	14.477	14.598	14.622	14.980
492.25	19.093	14.507	14.628	14.651	15.015
492.80	19.139	14.539	14.659	14.682	15.050
493.35	19.185	14.564	14.685	14.708	15.081
493.90	19.226	14.582	14.704	14.727	15.106
494.45	19.272	14.604	14.727	14.749	15.136
495.00	19.317	14.626	14.750	14.769	15.164
495.55	19.365	14.654	14.779	14.800	15.200
496.10	19.411	14.681	14.807	14.829	15.234
496.65	19.458	14.704	14.832	14.854	15.266
497.20	19.506	14.729	14.859	14.880	15.299
497.75	19.555	14.757	14.889	14.909	15.334
498.30	19.603	14.784	14.918	14.938	15.368
498.85	19.652	14.813	14.949	14.969	15.404
499.40	19.700	14.847	14.984	15.005	15.443
499.95	19.746	14.880	15.018	15.040	15.482
500.50	19.790	14.904	15.043	15.062	15.512
501.05	19.834	14.926	15.067	15.083	15.541
501.60	19.881	14.948	15.093	15.111	15.570
502.15	19.931	14.976	15.123	15.141	15.604
502.70	19.979	15.011	15.161	15.171	15.645
503.25	20.026	15.042	15.194	15.203	15.683
503.80	20.072	15.072	15.225	15.240	15.718
504.35	20.118	15.099	15.254	15.271	15.750
504.90	20.163	15.124	15.280	15.297	15.781
505.45	20.210	15.154	15.310	15.322	15.816
506.00	20.257	15.184	15.341	15.346	15.852
506.55	20.304	15.211	15.369	15.380	15.887
507.10	20.352	15.240	15.400	15.416	15.923
507.65	20.401	15.274	15.435	15.450	15.962
508.20	20.450	15.309	15.471	15.485	16.003
508.75	20.496	15.341	15.505	15.516	16.042
509.30	20.541	15.369	15.535	15.543	16.076
509.85	20.587	15.394	15.562	15.570	16.109
510.40	20.635	15.423	15.593	15.603	16.145
510.95	20.683	15.454	15.625	15.638	16.183
511.50	20.731	15.487	15.660	15.673	16.223
512.05	20.776	15.519	15.694	15.705	16.261
512.60	20.823	15.548	15.726	15.734	16.299
513.15	20.870	15.577	15.758	15.764	16.337
513.70	20.918	15.605	15.788	15.794	16.373
514.25	20.965	15.636	15.821	15.826	16.413
514.80	21.015	15.674	15.860	15.863	16.457
515.35	21.062	15.711	15.899	15.901	16.502
515.90	21.109	15.748	15.939	15.941	16.547
516.45	21.155	15.772	15.965	15.969	16.580
517.00	21.201	15.793	15.990	15.995	16.611
517.55	21.250	15.833	16.031	16.035	16.661
518.10	21.300	15.875	16.074	16.076	16.711
518.65	21.346	15.920	16.120	16.120	16.765
519.20	21.390	15.953	16.155	16.153	16.806
519.75	21.435	15.971	16.177	16.174	16.834
520.30	21.482	16.003	16.212	16.207	16.875
520.85	21.531	16.043	16.255	16.250	16.927
521.40	21.578	16.072	16.287	16.283	16.966
521.95	21.626	16.099	16.317	16.315	17.003
522.50	21.676	16.144	16.365	16.360	17.058
523.05	21.724	16.189	16.413	16.405	17.113
523.60	21.770	16.231	16.457	16.450	17.163
524.15	21.815	16.268	16.497	16.491	17.209
524.70	21.859	16.296	16.529	16.525	17.247
525.25	21.907	16.330	16.565	16.561	17.290
525.80	21.953	16.364	16.603	16.596	17.334
526.35	22.002	16.399	16.642	16.635	17.379
526.90	22.050	16.433	16.679	16.676	17.423
527.45	22.099	16.473	16.723	16.719	17.472
528.00	22.150	16.515	16.768	16.762	17.522
528.55	22.199	16.554	16.809	16.797	17.568
529.10	22.244	16.591	16.849	16.833	17.612
529.65	22.295	16.644	16.904	16.890	17.671
530.20	22.345	16.694	16.955	16.942	17.725
530.75	22.389	16.730	16.993	16.978	17.766
531.30	22.436	16.772	17.038	17.021	17.814
531.85	22.483	16.818	17.087	17.070	17.865
532.40	22.529	16.853	17.125	17.108	17.905
532.95	22.577	16.886	17.162	17.145	17.944
533.50	22.626	16.929	17.207	17.189	17.991
534.05	22.674	16.972	17.252	17.234	18.038
534.60	22.723	17.020	17.302	17.283	18.090
535.15	22.772	17.067	17.350	17.331	18.140
535.70	22.821	17.111	17.397	17.378	18.189
536.25	22.869	17.157	17.444	17.425	18.239
536.80	22.918	17.206	17.493	17.471	18.290
537.35	22.967	17.261	17.546	17.527	18.346
537.90	23.014	17.317	17.602	17.587	18.402
538.45	23.059	17.368	17.652	17.636	18.453
539.00	23.104	17.417	17.701	17.682	18.502
539.55	23.149	17.453	17.739	17.720	18.542
540.10	23.195	17.491	17.779	17.759	18.582
540.65	23.242	17.529	17.819	17.801	18.624
541.20	23.289	17.572	17.863	17.846	18.669
541.75	23.340	17.627	17.916	17.901	18.725
542.30	23.388	17.678	17.967	17.952	18.776
542.85	23.435	17.726	18.015	17.999	18.824
543.40	23.483	17.776	18.065	18.048	18.874
543.95	23.529	17.825	18.114	18.097	18.923
544.50	23.575	17.874	18.164	18.147	18.973
545.05	23.622	17.922	18.215	18.197	19.022
545.60	23.668	17.963	18.257	18.241	19.064
546.15	23.715	18.003	18.299	18.285	19.107
546.70	23.763	18.041	18.337	18.327	19.149
547.25	23.812	18.084	18.381	18.372	19.195
547.80	23.864	18.134	18.430	18.422	19.248
548.35	23.916	18.184	18.479	18.472	19.301
548.90	23.965	18.233	18.527	18.522	19.352
549.45	24.015	18.281	18.575	18.568	19.403
550.00	24.069	18.334	18.627	18.617	19.458
550.55	24.119	18.390	18.682	18.672	19.513
551.10	24.168	18.442	18.734	18.725	19.566
551.65	24.216	18.484	18.777	18.769	19.611
552.20	24.263	18.527	18.820	18.813	19.656
552.75	24.314	18.573	18.866	18.858	19.703
553.30	24.363	18.620	18.913	18.906	19.752
553.85	24.415	18.671	18.964	18.961	19.805
554.40	24.467	18.727	19.019	19.016	19.861
554.95	24.511	18.775	19.066	19.062	19.910
555.50	24.558	18.809	19.102	19.100	19.948
556.05	24.609	18.845	19.141	19.140	19.990
556.60	24.662	18.897	19.193	19.191	20.043
557.15	24.714	18.948	19.245	19.243	20.096
557.70	24.766	18.999	19.298	19.299	20.150
558.25	24.818	19.049	19.350	19.353	20.203
558.80	24.868	19.097	19.399	19.404	20.253
559.35	24.919	19.146	19.447	19.451	20.302
559.90	24.969	19.192	19.493	19.493	20.350
560.45	25.020	19.242	19.542	19.542	20.399
561.00	25.072	19.292	19.591	19.592	20.449
561.55	25.123	19.348	19.644	19.648	20.505
562.10	25.173	19.400	19.693	19.700	20.556
562.65	25.223	19.434	19.729	19.740	20.596
563.20	25.276	19.478	19.774	19.785	20.642
563.75	25.330	19.533	19.829	19.837	20.698
564.30	25.384	19.586	19.881	19.888	20.753
564.85	25.435	19.635	19.930	19.939	20.804
565.40	25.487	19.686	19.981	19.987	20.856
565.95	25.538	19.737	20.032	20.035	20.909
566.50	25.589	19.789	20.083	20.091	20.961
567.05	25.640	19.839	20.134	20.146	21.012
567.60	25.690	19.880	20.175	20.191	21.055
568.15	25.743	19.923	20.220	20.237	21.102
568.70	25.795	19.973	20.270	20.282	21.153
569.25	25.847	20.026	20.322	20.334	21.206
569.80	25.900	20.086	20.380	20.395	21.264
570.35	25.950	20.131	20.426	20.439	21.310
570.90	26.000	20.172	20.467	20.475	21.353
571.45	26.053	20.222	20.517	20.524	21.404
572.00	26.103	20.271	20.565	20.572	21.454
572.55	26.154	20.326	20.619	20.624	21.509
573.10	26.207	20.379	20.672	20.675	21.563
573.65	26.257	20.416	20.711	20.716	21.604
574.20	26.311	20.465	20.761	20.764	21.655
574.75	26.364	20.523	20.818	20.818	21.711
575.30	26.413	20.574	20.868	20.869	21.761
575.85	26.465	20.626	20.919	20.924	21.813
576.40	26.516	20.668	20.961	20.968	21.860
576.95	26.567	20.709	21.003	21.010	21.905
577.50	26.620	20.757	21.051	21.057	21.956
578.05	26.674	20.807	21.101	21.106	22.009
578.60	26.727	20.866	21.158	21.162	22.068
579.15	26.777	20.918	21.209	21.212	22.121
579.70	26.828	20.959	21.250	21.253	22.165
580.25	26.880	21.005	21.296	21.300	22.214
580.80	26.933	21.058	21.348	21.353	22.267
581.35	26.985	21.107	21.397	21.404	22.318
581.90	27.037	21.155	21.445	21.453	22.367
582.45	27.090	21.209	21.500	21.510	22.423
583.00	27.142	21.264	21.556	21.569	22.480
583.55	27.192	21.323	21.614	21.631	22.539
584.10	27.240	21.381	21.670	21.689	22.597
584.65	27.287	21.440	21.727	21.741	22.654
585.20	27.333	21.489	21.775	21.784	22.702
585.75	27.377	21.518	21.807	21.812	22.734
586.30	27.425	21.559	21.850	21.854	22.776
586.85	27.475	21.607	21.898	21.904	22.824
587.40	27.523	21.655	21.949	21.953	22.872
587.95	27.578	21.710	22.006	22.007	22.926
588.50	27.628	21.776	22.072	22.072	22.985
589.05	27.673	21.837	22.131	22.132	23.039
589.60	27.717	21.872	22.167	22.173	23.075
590.15	27.765	21.913	22.208	22.218	23.116
590.70	27.814	21.964	22.257	22.266	23.166
591.25	27.864	22.013	22.306	22.315	23.215
591.80	27.912	22.058	22.349	22.360	23.260
592.35	27.961	22.098	22.390	22.403	23.301
592.90	28.014	22.139	22.432	22.447	23.345
593.45	28.068	22.194	22.488	22.498	23.399
594.00	28.119	22.248	22.543	22.546	23.452
594.55	28.170	22.296	22.592	22.604	23.501
