/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824865, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3192.75 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	11512 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
1892.55	161.15600	3.49902	157.65000	3.71992	0.0151	0.3330	50.97
1894.20	161.48400	3.50406	158.02700	3.67530	0.0143	0.3323	48.64
1895.85	161.83200	3.52238	158.59200	3.70759	0.0143	0.3317	50.02
1897.50	162.17900	3.52401	158.86800	3.71794	0.0138	0.3310	50.66
1899.15	162.54100	3.45521	159.19900	3.60721	0.0136	0.3301	50.18
1900.80	162.91000	3.35207	159.56700	3.59415	0.0149	0.3296	51.36
1902.45	163.24500	3.28532	159.82700	3.50896	0.0158	0.3289	50.49
1904.10	163.56300	3.26951	160.20600	3.44153	0.0160	0.3281	49.82
1905.75	163.87800	3.25108	160.55600	3.44977	0.0159	0.3274	52.33
1907.40	164.19400	3.22081	160.71400	3.48092	0.0156	0.3269	54.57
1909.05	164.51900	3.21276	160.89300	3.47984	0.0151	0.3262	54.65
1910.70	164.85300	3.17713	161.22100	3.50370	0.0140	0.3255	53.76
1912.35	165.21500	3.15424	161.62100	3.50426	0.0137	0.3248	53.44
1914.00	165.58700	3.10629	161.99900	3.53672	0.0122	0.3242	53.51
1915.65	166.00300	3.02350	162.35600	3.51156	0.0128	0.3237	52.70
1917.30	166.40300	2.96318	162.78500	3.38121	0.0126	0.3227	52.09
1918.95	166.80800	2.97219	163.18200	3.28839	0.0129	0.3222	51.34
1920.60	167.20500	2.99371	163.55500	3.27028	0.0127	0.3216	53.62
1922.25	167.60800	3.01612	163.73600	3.25335	0.0126	0.3211	54.82
1923.90	168.01600	3.00304	163.98300	3.24941	0.0132	0.3204	55.88
1925.55	168.40700	3.02181	164.24300	3.21420	0.0126	0.3199	55.28
1927.20	168.81700	3.02019	164.61400	3.21227	0.0136	0.3195	55.13
1928.85	169.19600	3.08141	164.97000	3.15982	0.0143	0.3187	55.02
1930.50	169.55900	3.11069	165.35400	3.15109	0.0138	0.3182	53.30
1932.15	169.93600	3.01282	165.88700	3.04861	0.0152	0.3176	53.37
1933.80	170.27700	2.96824	166.29400	2.96076	0.0151	0.3173	51.39
1935.45	170.62200	2.97119	166.85400	2.97322	0.0145	0.3168	52.48
1937.10	170.98100	2.97248	167.17500	2.99201	0.0148	0.3160	52.32
1938.75	171.33500	3.01392	167.60000	3.01640	0.0145	0.3155	52.40
1940.40	171.69700	3.06816	168.00800	3.00263	0.0140	0.3150	52.61
1942.05	172.07100	3.11376	168.38900	3.02188	0.0137	0.3143	52.43
1943.70	172.45300	3.14301	168.82200	3.02018	0.0130	0.3138	52.34
1945.35	172.85700	3.12472	169.21400	3.08424	0.0132	0.3132	51.92
1947.00	173.25600	3.03371	169.61400	3.11492	0.0126	0.3128	53.28
1948.65	173.67400	2.89330	169.89800	3.01889	0.0131	0.3122	53.73
1950.30	174.07900	2.79946	170.22000	2.96749	0.0152	0.3117	53.29
1951.95	174.42700	2.79383	170.59900	2.97255	0.0159	0.3113	55.13
1953.60	174.76000	2.86321	170.83700	2.95833	0.0153	0.3108	54.90
1955.25	175.10800	2.96041	171.21500	2.99541	0.0142	0.3101	53.97
1956.90	175.48300	2.86708	171.64400	3.06170	0.0136	0.3098	53.65
1958.55	175.87400	2.79454	172.04400	3.11110	0.0138	0.3097	54.09
1960.20	176.26000	2.69499	172.39500	3.14564	0.0131	0.3094	53.34
1961.85	176.66700	2.60570	172.85600	3.12482	0.0136	0.3088	52.84
1963.50	177.06000	2.54414	173.30200	3.02323	0.0139	0.3088	51.87
1965.15	177.44400	2.49579	173.79300	2.85185	0.0146	0.3084	51.73
1966.80	177.80900	2.50282	174.19400	2.77830	0.0145	0.3081	50.71
1968.45	178.17900	2.55288	174.60300	2.80558	0.0146	0.3079	51.32
1970.10	178.54500	2.64358	174.90800	2.91723	0.0134	0.3075	53.19
1971.75	178.94600	2.66681	175.14100	2.96759	0.0140	0.3071	53.38
1973.40	179.33100	2.63792	175.50800	2.85959	0.0146	0.3067	52.30
1975.05	179.70000	2.56889	175.98100	2.77544	0.0162	0.3063	51.18
1976.70	180.03300	2.53357	176.46300	2.63643	0.0176	0.3059	50.17
1978.35	180.34000	2.57098	176.94200	2.56423	0.0169	0.3053	49.92
1980.00	180.66000	2.56190	177.35200	2.49442	0.0188	0.3051	49.47
1981.65	180.94700	2.57418	177.75500	2.50045	0.0182	0.3049	50.35
1983.30	181.24400	2.61088	178.06700	2.51399	0.0178	0.3046	50.86
1984.95	181.54900	2.66624	178.40200	2.63051	0.0171	0.3044	51.23
1986.60	181.86600	2.69875	178.76500	2.66375	0.0157	0.3041	51.10
1988.25	182.21100	2.66586	179.17000	2.67059	0.0150	0.3038	50.41
1989.90	182.57300	2.62872	179.59600	2.58405	0.0159	0.3035	49.62
1991.55	182.91500	2.63923	179.99100	2.52655	0.0158	0.3030	49.89
1993.20	183.26000	2.69208	180.29000	2.57612	0.0150	0.3026	50.98
1994.85	183.62300	2.65624	180.54900	2.54954	0.0155	0.3021	53.71
1996.50	183.97700	2.64335	180.70800	2.56716	0.0155	0.3016	53.09
1998.15	184.33000	2.65426	181.03500	2.57674	0.0151	0.3011	52.61
1999.80	184.69300	2.63954	181.36600	2.63075	0.0148	0.3006	53.79
2001.45	185.06500	2.59512	181.61200	2.67853	0.0154	0.3003	52.80
2003.10	185.42100	2.59207	182.00100	2.70946	0.0151	0.2999	52.52
2004.75	185.78400	2.56144	182.37500	2.63177	0.0150	0.2999	50.86
2006.40	186.15200	2.52228	182.83200	2.62474	0.0146	0.2998	49.95
2008.05	186.52800	2.49453	183.23400	2.69491	0.0148	0.2996	51.33
2009.70	186.90000	2.46037	183.50700	2.66510	0.0145	0.2994	51.52
2011.35	187.28100	2.46960	183.85400	2.63864	0.0151	0.2990	50.95
2013.00	187.64500	2.50836	184.24800	2.65377	0.0153	0.2985	51.39
2014.65	188.00600	2.55168	184.58600	2.65578	0.0152	0.2980	50.97
2016.30	188.37000	2.55626	184.98800	2.59503	0.0158	0.2974	50.64
2017.95	188.72200	2.52642	185.37600	2.59550	0.0172	0.2967	51.40
2019.60	189.04700	2.54192	185.69700	2.57129	0.0170	0.2960	51.01
2021.25	189.37400	2.54047	186.09700	2.52633	0.0184	0.2952	50.40
2022.90	189.67800	2.53474	186.52200	2.49510	0.0194	0.2945	50.28
2024.55	189.96700	2.53461	186.91100	2.45940	0.0215	0.2938	50.86
2026.20	190.22900	2.50495	187.25900	2.46732	0.0196	0.2932	50.64
2027.85	190.51600	2.46056	187.64500	2.50839	0.0182	0.2924	50.40
2029.50	190.82600	2.42494	188.03200	2.55473	0.0175	0.2917	51.41
2031.15	191.14900	2.42347	188.33900	2.55917	0.0183	0.2908	51.33
2032.80	191.45900	2.44446	188.70600	2.52560	0.0172	0.2899	51.53
2034.45	191.78900	2.45580	189.02900	2.54204	0.0167	0.2889	52.18
2036.10	192.13000	2.45783	189.32900	2.53984	0.0170	0.2879	53.44
2037.75	192.46800	2.44779	189.57900	2.54340	0.0155	0.2870	54.01
2039.40	192.83900	2.34560	189.85300	2.51940	0.0159	0.2862	55.81
2041.05	193.20200	2.29518	190.05100	2.54583	0.0165	0.2852	57.38
2042.70	193.55300	2.25952	190.25200	2.49956	0.0174	0.2843	58.63
2044.35	193.88700	2.16829	190.48600	2.46395	0.0195	0.2837	56.00
2046.00	194.18600	2.15541	190.94600	2.41112	0.0188	0.2829	54.91
2047.65	194.49500	2.13172	191.33100	2.43455	0.0171	0.2819	55.17
2049.30	194.83800	2.11721	191.64900	2.45923	0.0174	0.2811	54.69
2050.95	195.17500	2.11823	192.02200	2.45010	0.0159	0.2804	54.57
2052.60	195.54500	2.05663	192.37600	2.47542	0.0162	0.2795	54.08
2054.25	195.90900	2.02053	192.77900	2.35398	0.0161	0.2787	52.59
2055.90	196.27800	1.99076	193.24300	2.28949	0.0167	0.2780	53.20
2057.55	196.63400	1.96795	193.56600	2.25831	0.0170	0.2770	53.77
2059.20	196.98500	1.96322	193.87700	2.16883	0.0181	0.2763	54.51
2060.85	197.31500	1.95370	194.14700	2.15319	0.0193	0.2755	56.99
2062.50	197.62500	1.96655	194.33500	2.16415	0.0182	0.2747	58.08
2064.15	197.95400	1.96071	194.60900	2.10865	0.0192	0.2738	55.13
2065.80	198.26900	1.96422	195.12400	2.12791	0.0193	0.2731	55.98
2067.45	198.58200	1.96386	195.44600	2.06640	0.0193	0.2723	54.17
2069.10	198.89600	1.96053	195.93100	2.01834	0.0206	0.2716	54.16
2070.75	199.19100	1.96535	196.30900	1.98830	0.0209	0.2708	54.69
2072.40	199.48300	1.96399	196.64300	1.96740	0.0223	0.2698	54.74
2074.05	199.75700	1.97016	197.00100	1.96302	0.0223	0.2689	55.38
2075.70	200.03300	1.97311	197.30600	1.95321	0.0225	0.2680	56.71
2077.35	200.30600	1.97117	197.55900	1.96826	0.0233	0.2672	56.93
2079.00	200.57100	1.97672	197.88200	1.95985	0.0240	0.2664	57.37
2080.65	200.83000	1.98235	198.18700	1.96350	0.0234	0.2655	57.96
2082.30	201.09500	1.98649	198.48000	1.96606	0.0236	0.2647	57.46
2083.95	201.35900	1.98800	198.82700	1.95860	0.0234	0.2639	57.73
2085.60	201.62700	1.99158	199.12200	1.96692	0.0244	0.2631	58.85
2087.25	201.88400	2.01204	199.37100	1.96124	0.0243	0.2622	59.76
2088.90	202.14300	2.03202	199.62100	1.96739	0.0231	0.2613	59.73
2090.55	202.41600	2.03811	199.90600	1.97318	0.0238	0.2605	60.46
2092.20	202.68200	2.04626	200.15700	1.97303	0.0239	0.2597	61.09
2093.85	202.94800	2.05052	200.40800	1.96988	0.0237	0.2589	60.19
2095.50	203.21600	2.04690	200.71500	1.98275	0.0241	0.2582	61.74
2097.15	203.48100	2.04901	200.92000	1.98203	0.0235	0.2576	60.74
2098.80	203.75300	2.05361	201.23200	1.99000	0.0221	0.2569	61.26
2100.45	204.04400	2.05596	201.48300	1.98607	0.0207	0.2562	61.19
2102.10	204.35600	2.06449	201.75500	1.99649	0.0206	0.2557	60.71
2103.75	204.66900	2.08533	202.03700	2.03049	0.0199	0.2552	61.73
2105.40	204.99500	2.09313	202.26700	2.03381	0.0189	0.2547	60.76
2107.05	205.33700	2.09365	202.58100	2.04283	0.0189	0.2543	60.45
2108.70	205.68000	2.10665	202.86300	2.05239	0.0192	0.2540	61.13
2110.35	206.01800	2.11538	203.10600	2.04703	0.0190	0.2537	60.83
2112.00	206.36000	2.12763	203.38800	2.04670	0.0203	0.2533	60.79
2113.65	206.68200	2.13756	203.66200	2.05349	0.0200	0.2530	60.67
2115.30	207.00700	2.14443	203.95600	2.05388	0.0213	0.2528	59.32
2116.95	207.31400	2.16184	204.32800	2.06265	0.0218	0.2526	58.05
2118.60	207.61200	2.15559	204.70600	2.08778	0.0217	0.2522	57.90
2120.25	207.91400	2.18589	205.04500	2.09406	0.0214	0.2520	57.15
2121.90	208.21900	2.19485	205.43000	2.09352	0.0224	0.2518	56.16
2123.55	208.51200	2.18662	205.82500	2.11429	0.0225	0.2518	56.29
2125.20	208.80300	2.20332	206.15900	2.11617	0.0220	0.2516	56.46
2126.85	209.10200	2.20993	206.48600	2.13475	0.0224	0.2516	56.41
2128.50	209.39500	2.22125	206.81200	2.13942	0.0223	0.2515	57.76
2130.15	209.68800	2.21456	207.06700	2.14597	0.0240	0.2514	57.32
2131.80	209.96200	2.23002	207.39300	2.16696	0.0233	0.2514	58.76
2133.45	210.24400	2.23586	207.62700	2.15485	0.0234	0.2513	59.17
2135.10	210.52400	2.23709	207.91000	2.18578	0.0242	0.2513	58.92
2136.75	210.79500	2.24047	208.22700	2.19510	0.0244	0.2512	58.74
2138.40	211.06400	2.24288	208.52900	2.18612	0.0247	0.2511	59.59
2140.05	211.33000	2.24751	208.78300	2.20291	0.0244	0.2510	59.86
2141.70	211.59900	2.24896	209.07000	2.20866	0.0247	0.2509	59.25
2143.35	211.86600	2.24548	209.39200	2.22134	0.0256	0.2509	59.65
2145.00	212.12200	2.24451	209.66700	2.21332	0.0272	0.2509	59.59
2146.65	212.36300	2.25273	209.94500	2.22956	0.0262	0.2508	61.05
2148.30	212.61500	2.25382	210.16500	2.23570	0.0249	0.2507	60.48
2149.95	212.87900	2.25365	210.47000	2.23632	0.0261	0.2507	60.69
2151.60	213.13100	2.25666	210.73500	2.24017	0.0254	0.2506	61.07
2153.25	213.39000	2.25637	210.99000	2.24147	0.0253	0.2505	61.41
2154.90	213.65000	2.25759	211.24500	2.24633	0.0255	0.2504	61.77
2156.55	213.90900	2.26230	211.49900	2.24984	0.0251	0.2505	61.48
2158.20	214.17200	2.26656	211.77700	2.24740	0.0246	0.2503	61.79
2159.85	214.44000	2.26593	212.02600	2.24199	0.0242	0.2502	62.38
2161.50	214.71300	2.26319	212.25200	2.24793	0.0252	0.2500	63.28
2163.15	214.97500	2.26693	212.46700	2.25718	0.0252	0.2500	62.95
2164.80	215.23700	2.27340	212.73700	2.25104	0.0249	0.2500	61.97
2166.45	215.50200	2.27792	213.03300	2.25647	0.0237	0.2498	62.69
2168.10	215.78100	2.27085	213.26300	2.25691	0.0258	0.2496	62.32
2169.75	216.03800	2.28240	213.53900	2.25573	0.0247	0.2493	62.21
2171.40	216.30500	2.28337	213.80500	2.26019	0.0248	0.2492	61.67
2173.05	216.57200	2.28336	214.08900	2.26598	0.0257	0.2490	62.04
2174.70	216.83000	2.28817	214.34200	2.26777	0.0271	0.2486	61.50
2176.35	217.07500	2.30744	214.64000	2.26214	0.0273	0.2483	61.21
2178.00	217.31800	2.33172	214.92000	2.26615	0.0264	0.2480	62.08
2179.65	217.57000	2.35411	215.15100	2.26939	0.0255	0.2476	62.01
2181.30	217.83100	2.38596	215.42100	2.28193	0.0247	0.2472	61.75
2182.95	218.10100	2.38705	215.71100	2.26751	0.0235	0.2467	60.66
2184.60	218.38600	2.42459	216.02000	2.28229	0.0237	0.2461	62.43
2186.25	218.66900	2.46456	216.22200	2.28352	0.0220	0.2455	61.54
2187.90	218.97400	2.48841	216.53000	2.28298	0.0211	0.2448	61.70
2189.55	219.29400	2.52475	216.79000	2.28536	0.0213	0.2441	62.16
2191.20	219.61100	2.58671	217.02600	2.30205	0.0205	0.2434	62.86
2192.85	219.94200	2.65440	217.25200	2.32707	0.0189	0.2426	63.06
2194.50	220.30200	2.69670	217.50200	2.34450	0.0191	0.2419	62.30
2196.15	220.65800	2.74813	217.79700	2.38582	0.0199	0.2411	61.41
2197.80	221.00300	2.75144	218.10900	2.38708	0.0191	0.2403	60.53
2199.45	221.36300	2.87861	218.43800	2.43160	0.0185	0.2396	60.37
2201.10	221.73500	2.92907	218.74100	2.47473	0.0180	0.2389	59.26
2202.75	222.12000	2.96425	219.10800	2.49626	0.0172	0.2382	58.10
2204.40	222.52300	3.01808	219.48900	2.55475	0.0167	0.2374	58.19
2206.05	222.93800	3.03911	219.81900	2.64070	0.0156	0.2365	57.23
2207.70	223.38600	3.02320	220.22900	2.68612	0.0157	0.2356	55.93
2209.35	223.83300	3.00618	220.66300	2.74880	0.0150	0.2346	56.06
2211.00	224.30100	3.01470	221.01300	2.75152	0.0147	0.2336	56.57
2212.65	224.78200	3.09091	221.35900	2.87814	0.0148	0.2328	56.15
2214.30	225.26000	3.12458	221.76500	2.93315	0.0143	0.2320	54.78
2215.95	225.75600	3.16124	222.24100	2.97486	0.0147	0.2309	54.44
2217.60	226.24100	3.19555	222.68200	3.04228	0.0154	0.2299	53.62
2219.25	226.70800	3.18852	223.17500	3.03619	0.0158	0.2290	52.82
2220.90	227.16400	3.15668	223.68500	3.00473	0.0175	0.2281	51.00
2222.55	227.57800	3.07925	224.27800	3.01054	0.0190	0.2272	52.09
2224.20	227.96100	3.11512	224.69800	3.08500	0.0178	0.2264	50.97
2225.85	228.36900	3.17199	225.26400	3.12482	0.0173	0.2255	50.46
2227.50	228.79200	3.18300	225.80600	3.16491	0.0155	0.2247	50.65
2229.15	229.26500	3.09623	226.28800	3.19890	0.0151	0.2240	50.72
2230.80	229.75400	3.00679	226.76100	3.18722	0.0145	0.2232	51.69
2232.45	230.26500	2.90844	227.16700	3.15648	0.0152	0.2226	52.43
2234.10	230.75200	2.89375	227.54700	3.07703	0.0181	0.2220	54.50
2235.75	231.16300	2.88141	227.83400	3.09781	0.0165	0.2214	56.56
2237.40	231.61400	2.78807	228.12900	3.13801	0.0150	0.2209	54.94
2239.05	232.11200	2.67172	228.64200	3.21055	0.0154	0.2203	54.77
2240.70	232.59900	2.61362	229.11600	3.12347	0.0163	0.2197	52.30
2242.35	233.06100	2.57545	229.77200	3.00352	0.0174	0.2192	51.67
2244.00	233.49400	2.51317	230.33100	2.89578	0.0170	0.2187	50.93
2245.65	233.93800	2.44482	230.85400	2.89325	0.0171	0.2182	52.02
2247.30	234.38000	2.40221	231.21800	2.87932	0.0179	0.2177	55.38
2248.95	234.80400	2.36720	231.47600	2.82157	0.0187	0.2173	53.69
2250.60	235.21000	2.33987	232.07700	2.67587	0.0186	0.2168	51.80
2252.25	235.61900	2.31055	232.68900	2.60299	0.0188	0.2164	52.29
2253.90	236.02400	2.28622	233.12200	2.57091	0.0208	0.2160	53.50
2255.55	236.39200	2.27307	233.49300	2.51333	0.0211	0.2156	55.05
2257.20	236.75500	2.25560	233.85300	2.45316	0.0206	0.2152	54.68
2258.85	237.12700	2.24107	234.32100	2.40721	0.0223	0.2148	54.76
2260.50	237.47100	2.23196	234.74900	2.37084	0.0227	0.2145	55.37
2262.15	237.81000	2.22469	235.12900	2.34565	0.0225	0.2143	56.63
2263.80	238.15300	2.21510	235.47400	2.32103	0.0224	0.2139	56.81
2265.45	238.49700	2.20523	235.87600	2.29193	0.0226	0.2137	56.82
2267.10	238.83900	2.20017	236.26000	2.27709	0.0235	0.2135	58.23
2268.75	239.16800	2.19248	236.56100	2.26788	0.0229	0.2132	58.97
2270.40	239.50600	2.18539	236.89700	2.24664	0.0239	0.2129	58.58
2272.05	239.83000	2.18351	237.27900	2.23740	0.0243	0.2126	60.00
2273.70	240.14900	2.18235	237.56200	2.22938	0.0239	0.2123	59.83
2275.35	240.47500	2.16860	237.91400	2.22272	0.0238	0.2119	60.38
2277.00	240.80200	2.16547	238.23700	2.21240	0.0269	0.2115	59.62
2278.65	241.09200	2.17388	238.61900	2.20185	0.0262	0.2110	60.24
2280.30	241.39000	2.17212	238.93600	2.19942	0.0267	0.2107	60.08
2281.95	241.68400	2.15782	239.27900	2.18915	0.0279	0.2102	60.30
2283.60	241.96500	2.14317	239.60900	2.18368	0.0292	0.2095	60.62
2285.25	242.23500	2.13455	239.92600	2.18343	0.0311	0.2089	61.03
2286.90	242.48900	2.13006	240.23800	2.18191	0.0317	0.2084	60.89
2288.55	242.73900	2.10991	240.57700	2.16286	0.0366	0.2077	60.79
2290.20	242.95600	2.10433	240.90200	2.16663	0.0372	0.2072	60.54
2291.85	243.17000	2.09747	241.21100	2.17842	0.0373	0.2067	62.72
2293.50	243.38400	2.09519	241.43200	2.17067	0.0374	0.2063	62.93
2295.15	243.59800	2.09508	241.72100	2.15592	0.0362	0.2057	63.04
2296.80	243.81900	2.09769	242.00300	2.14118	0.0356	0.2050	64.12
2298.45	244.04500	2.10330	242.24400	2.13431	0.0340	0.2043	64.99
2300.10	244.28300	2.11397	242.47700	2.13120	0.0328	0.2036	66.47
2301.75	244.53000	2.13885	242.68900	2.11103	0.0333	0.2028	66.60
2303.40	244.77500	2.19549	242.91600	2.10596	0.0305	0.2019	69.59
2305.05	245.04300	2.27379	243.05900	2.10009	0.0277	0.2009	70.16
2306.70	245.33900	2.26317	243.26800	2.09514	0.0252	0.2000	70.36
2308.35	245.66700	2.26336	243.48500	2.09524	0.0241	0.1992	70.34
2310.00	246.01000	2.27802	243.71000	2.09493	0.0229	0.1986	69.58
2311.65	246.37400	2.32736	243.96100	2.10126	0.0213	0.1980	69.83
2313.30	246.76500	2.43995	244.19300	2.10686	0.0200	0.1975	68.17
2314.95	247.18200	2.54958	244.49100	2.13034	0.0181	0.1968	68.46
2316.60	247.64500	2.56872	244.73400	2.18296	0.0160	0.1962	67.71
2318.25	248.17000	2.55160	245.02900	2.27428	0.0164	0.1956	65.10
2319.90	248.68600	2.53944	245.43100	2.25987	0.0171	0.1952	62.57
2321.55	249.18100	2.57837	245.87200	2.26640	0.0178	0.1947	61.45
2323.20	249.65800	2.68945	246.28200	2.30078	0.0170	0.1943	60.40
2324.85	250.15700	2.76674	246.72000	2.42823	0.0163	0.1938	59.02
2326.50	250.67900	2.81362	247.21300	2.55769	0.0152	0.1934	57.78
2328.15	251.24100	2.83171	247.76400	2.57176	0.0144	0.1932	55.80
2329.80	251.83300	2.82439	248.41000	2.53970	0.0143	0.1929	54.18
2331.45	252.43300	2.83940	249.01600	2.53913	0.0147	0.1925	56.11
2333.10	253.01800	2.96669	249.39800	2.62991	0.0134	0.1922	57.03
2334.75	253.66000	2.99596	249.83700	2.73022	0.0133	0.1918	57.38
2336.40	254.30700	2.96082	250.32900	2.78639	0.0137	0.1914	55.83
2338.05	254.93800	2.87678	250.97200	2.83652	0.0134	0.1912	54.66
2339.70	255.58100	2.87353	251.63400	2.82467	0.0144	0.1909	52.85
2341.35	256.18100	2.90925	252.36500	2.82364	0.0135	0.1906	52.68
2343.00	256.82000	2.83652	252.96800	2.96388	0.0136	0.1905	52.87
2344.65	257.45600	2.86057	253.59400	2.99954	0.0130	0.1901	52.05
2346.30	258.12100	2.84429	254.30900	2.96070	0.0137	0.1901	51.13
2347.95	258.75600	2.86446	255.00700	2.86750	0.0138	0.1899	51.96
2349.60	259.38600	2.79811	255.59200	2.87365	0.0134	0.1899	52.33
2351.25	260.03500	2.73741	256.16700	2.91189	0.0140	0.1899	54.48
2352.90	260.65700	2.75771	256.64700	2.82413	0.0149	0.1899	54.51
2354.55	261.23900	2.78211	257.28300	2.86960	0.0139	0.1900	55.31
2356.20	261.86600	2.76324	257.87500	2.83866	0.0138	0.1902	54.97
2357.85	262.49500	2.69754	258.54200	2.85393	0.0138	0.1904	56.29
2359.50	263.12400	2.68202	259.07400	2.88017	0.0148	0.1905	56.97
2361.15	263.70900	2.76197	259.65900	2.72634	0.0157	0.1901	54.30
2362.80	264.26000	2.84448	260.49800	2.75104	0.0150	0.1895	52.15
2364.45	264.84000	2.91475	261.24600	2.78237	0.0160	0.1891	51.18
2366.10	265.38400	2.96140	261.95100	2.76062	0.0166	0.1890	49.68
2367.75	265.91000	2.97623	262.69000	2.67496	0.0184	0.1889	49.11
2369.40	266.38500	3.09793	263.34400	2.68561	0.0176	0.1888	48.99
2371.05	266.88200	3.17004	263.92500	2.80736	0.0173	0.1889	49.27
2372.70	267.38900	3.22672	264.47000	2.86767	0.0166	0.1888	51.11
2374.35	267.91500	3.29064	264.92200	2.92518	0.0164	0.1889	50.50
2376.00	268.44700	3.38815	265.49900	2.97037	0.0150	0.1889	52.11
2377.65	269.02900	3.43909	265.92600	2.97647	0.0158	0.1889	52.97
2379.30	269.58100	3.46813	266.35500	3.09310	0.0148	0.1887	55.19
